en-uk	en-uk	buckling	Fasten or decorate with a buckle.
en-uk	en-uk	budgerigar	A small gregarious Australian parakeet which is green with a yellow head in the wild. It is popular as a cage bird and has been bred in a variety of colours.
en-uk	en-uk	bunting	An Old World seed-eating songbird related to the finches, typically having brown streaked plumage and a boldly marked head.
en-uk	en-uk	burnish	Polish (something, especially metal) by rubbing.
en-uk	en-uk	burr	A whirring sound, such as a telephone ringing tone or the sound of cogs turning.
en-uk	en-uk	butterface	A woman regarded as having a desirable body but an unattractive face.
en-uk	en-uk	calumnies	The making of false and defamatory statements about someone in order to damage their reputation; slander.
en-uk	en-uk	camp	(of a man or his manner) ostentatiously and extravagantly effeminate.
en-uk	en-uk	capacious	Having a lot of space inside; roomy.
en-uk	en-uk	captious	Tending to find fault or raise petty objections.
en-uk	en-uk	carapace	The hard upper shell of a tortoise, crustacean, or arachnid.
en-uk	en-uk	carked	Die.
en-uk	en-uk	carrion	The decaying flesh of dead animals.
en-uk	en-uk	castigate	Reprimand (someone) severely.
en-uk	en-uk	cawed	Utter a caw.
en-uk	en-uk	cede	Give up (power or territory).
en-uk	en-uk	cerulean	Deep blue in colour like a clear sky.
en-uk	en-uk	chaff	Light-hearted joking; banter.
en-uk	en-uk	chagrin	Annoyance or distress at having failed or been humiliated.
en-uk	en-uk	chancer	A person who exploits any opportunity to further their own ends.
en-uk	en-uk	chasm	A deep fissure in the earth's surface.
en-uk	en-uk	chicanery	The use of deception or subterfuge to achieve one's purpose.
en-uk	en-uk	chignon	A knot or coil of hair arranged on the back of a woman's head.
en-uk	en-uk	chinking	Make or cause to make a light, high-pitched ringing sound, as of glasses or coins striking together.
en-uk	en-uk	chinoiserie	A decorative style in Western art, furniture, and architecture, especially in the 18th century, characterized by the use of Chinese motifs and techniques.
en-uk	en-uk	chirrup	(of a small bird) make repeated short, high-pitched sounds.
en-uk	en-uk	chortled	Laugh in a noisy, gleeful way.
en-uk	en-uk	chrysoberyl	A greenish or yellowish-green oxide of beryllium and aluminium which occurs as tabular crystals, sometimes of gem quality.
en-uk	en-uk	chunder	Vomit.
en-uk	en-uk	chuntered	Talk or grumble monotonously.
en-uk	en-uk	churlish	Rude in a mean-spirited and surly way.
en-uk	en-uk	cinch	An extremely easy task.
en-uk	en-uk	clamber	Climb or move in an awkward and laborious way, typically using both hands and feet.
en-uk	en-uk	clincher	A fact, argument, or event that settles a matter conclusively.
en-uk	en-uk	clodhopping	Foolish, awkward, or clumsy.
en-uk	en-uk	cloying	Disgust or sicken (someone) with an excess of sweetness, richness, or sentiment.
en-uk	en-uk	cocker	A small spaniel of a breed with a silky coat.
en-uk	en-uk	coltish	Energetic but awkward in one's movements or behaviour.
en-uk	en-uk	comeuppance	A punishment or fate that someone deserves.
en-uk	en-uk	compunction	A feeling of guilt or moral scruple that prevents or follows the doing of something bad.
en-uk	en-uk	conduit	A channel for conveying water or other fluid.
en-uk	en-uk	consignment	A batch of goods destined for or delivered to someone.
en-uk	en-uk	consternation	A feeling of anxiety or dismay, typically at something unexpected.
en-uk	en-uk	contrite	Feeling or expressing remorse at the recognition that one has done wrong.
en-uk	en-uk	convivial	(of an atmosphere or event) friendly, lively, and enjoyable.
en-uk	en-uk	copse	A small group of trees.
en-uk	en-uk	coronet	A small or relatively simple crown, especially as worn by lesser royalty and peers or peeresses.
en-uk	en-uk	crabbed	(of handwriting) very small and difficult to decipher.
en-uk	en-uk	crampons	A metal plate with spikes fixed to a boot for walking on ice or rock climbing.
en-uk	en-uk	craven	Contemptibly lacking in courage; cowardly.
en-uk	en-uk	credence	Belief in or acceptance of something as true.
en-uk	en-uk	crenellated	Provide (a wall of a building) with battlements.
en-uk	en-uk	creosote	A dark brown oil containing various phenols and other organic compounds, distilled from coal tar and used as a wood preservative.
en-uk	en-uk	creosoted	Treat (wood) with creosote.
en-uk	en-uk	crestfallen	Sad and disappointed.
en-uk	en-uk	cribbage	A card game, usually for two players, in which the objective is to play so that the pip value of one's cards played reaches exactly 15 or 31.
en-uk	en-uk	croaked	(of a frog or crow) make a characteristic deep hoarse sound.
en-uk	en-uk	cuckold	A man whose wife is sexually unfaithful, often regarded as an object of derision.
en-uk	en-uk	curmudgeon	A bad-tempered person, especially an old one.
en-uk	en-uk	dangerous	Able or likely to cause harm or injury.
en-uk	en-uk	dank	Unpleasantly damp and cold.
en-uk	en-uk	dapper	(of a man) neat and trim in dress and appearance.
en-uk	en-uk	dapple	Mark with spots or rounded patches.
en-uk	en-uk	dawdled	Waste time; be slow.
en-uk	en-uk	dearth	A scarcity or lack of something.
en-uk	en-uk	debouched	Emerge from a confined space into a wide, open area.
en-uk	en-uk	deferential	Showing deference; respectful.
en-uk	en-uk	defray	Provide money to pay (a cost or expense).
en-uk	en-uk	dejection	A sad and depressed state; low spirits.
en-uk	en-uk	demob	Demobilize (troops).
en-uk	en-uk	denuded	Strip (something) of its covering, possessions, or assets.
en-uk	en-uk	derision	Contemptuous ridicule or mockery.
en-uk	en-uk	despoliation	The action of despoiling or the condition of being despoiled; plunder.
en-uk	en-uk	desultory	Lacking a plan, purpose, or enthusiasm.
en-uk	en-uk	detritus	Waste or debris of any kind.
en-uk	en-uk	diddling	Cheat or swindle (someone) so as to deprive them of something.
en-uk	en-uk	dilating	Make or become wider, larger, or more open.
en-uk	en-uk	dint	A dent or hollow in a surface.
en-uk	en-uk	dirge	A lament for the dead, especially one forming part of a funeral rite.
en-uk	en-uk	discomposed	Disturb or agitate (someone).
en-uk	en-uk	disoblige	Offend (someone) by not acting in accordance with their wishes.
en-uk	en-uk	dissimulating	Conceal or disguise (one's thoughts, feelings, or character).
en-uk	en-uk	dithered	Be indecisive.
en-uk	en-uk	dithering	Be indecisive.
en-uk	en-uk	doddery	Slow and unsteady in movement because of weakness in old age.
en-uk	en-uk	doleful	Expressing sorrow; mournful.
en-uk	en-uk	doolally	Temporarily deranged or feeble-minded.
en-uk	en-uk	dosh	Money.
en-uk	en-uk	dossing	Sleep in rough accommodation or on an improvised bed.
en-uk	en-uk	dost	Archaic second person singular present of do<sup>1</sup>.
en-uk	en-uk	dour	Relentlessly severe, stern, or gloomy in manner or appearance.
en-uk	en-uk	dredge	Clear the bed of (a harbour, river, or other area of water) by scooping out mud, weeds, and rubbish with a dredge.
en-uk	en-uk	dredged	Clear the bed of (a harbour, river, or other area of water) by scooping out mud, weeds, and rubbish with a dredge.
en-uk	en-uk	dregs	The remnants of a liquid left in a container, together with any sediment.
en-uk	en-uk	dross	Something regarded as worthless; rubbish.
en-uk	en-uk	dullards	A slow or stupid person.
en-uk	en-uk	duplicitous	Deceitful.
en-uk	en-uk	ebbing	(of tidewater) move away from the land; recede.
en-uk	en-uk	ebullience	The quality of being cheerful and full of energy; exuberance.
en-uk	en-uk	eddy	A circular movement of water causing a small whirlpool.
en-uk	en-uk	edifice	A large, imposing building.
en-uk	en-uk	effusions	An instance of giving off something such as a liquid or gas.
en-uk	en-uk	egged	Encourage someone to do something foolish or risky.
en-uk	en-uk	eked	Make an amount or supply of something last longer by using or consuming it frugally.
en-uk	en-uk	elide	Omit (a sound or syllable) when speaking.
en-uk	en-uk	elms	A tall deciduous tree that typically has rough serrated leaves and propagates from root suckers.
en-uk	en-uk	emaciated	Abnormally thin or weak, especially because of illness or a lack of food.
en-uk	en-uk	embers	A small piece of burning or glowing coal or wood in a dying fire.
en-uk	en-uk	embroil	Involve (someone) deeply in an argument, conflict, or difficult situation.
en-uk	en-uk	emery	A greyish-black form of corundum containing iron oxide or other impurities, used in powdered form as an abrasive.
en-uk	en-uk	enmities	A state or feeling of active opposition or hostility.
en-uk	en-uk	enmity	A state or feeling of active opposition or hostility.
en-uk	en-uk	ensconced	Establish or settle (someone) in a comfortable, safe place.
en-uk	en-uk	equable	Not easily disturbed or angered; calm and even-tempered.
en-uk	en-uk	equanimity	Calmness and composure, especially in a difficult situation.
en-uk	en-uk	errant	Erring or straying from the accepted course or standards.
en-uk	en-uk	erudition	The quality of having or showing great knowledge or learning; scholarship.
en-uk	en-uk	etiolated	(of a plant) pale and drawn out due to a lack of light.
en-uk	en-uk	evincing	Reveal the presence of (a quality or feeling); indicate.
en-uk	en-uk	excoriated	Damage or remove part of the surface of (the skin).
en-uk	en-uk	excrescence	A distinct outgrowth on a body or plant, resulting from disease or abnormality.
en-uk	en-uk	existences	The fact or state of living or having objective reality.
en-uk	en-uk	exophthalmic	Having or characterized by protruding eyes.
en-uk	en-uk	expound	Present and explain (a theory or idea) in detail.
en-uk	en-uk	extolled	Praise enthusiastically.
en-uk	en-uk	extricated	Free (someone or something) from a constraint or difficulty.
en-uk	en-uk	feckless	Lacking initiative or strength of character; irresponsible.
en-uk	en-uk	felled	Cut down (a tree).
en-uk	en-uk	ferried	Convey in a ferry or other ship or boat, especially across a short stretch of water.
en-uk	en-uk	feted	Honour or entertain (someone) lavishly.
en-uk	en-uk	fetid	Smelling extremely unpleasant.
en-uk	en-uk	fibbing	Tell a fib.
en-uk	en-uk	filched	Pilfer or steal (something, especially an item of small value) in a casual way.
en-uk	en-uk	firth	A narrow inlet of the sea; an estuary.
en-uk	en-uk	flanking	Be on each or on one side of.
en-uk	en-uk	flay	Strip the skin off (a corpse or carcass).
en-uk	en-uk	fledglings	A young bird that has just fledged.
en-uk	en-uk	flitted	Move swiftly and lightly.
en-uk	en-uk	flitting	Move swiftly and lightly.
en-uk	en-uk	flounced	Go or move in an exaggeratedly impatient or angry manner.
en-uk	en-uk	floundering	Struggle or stagger clumsily in mud or water.
en-uk	en-uk	fobbed	Deceitfully attempt to satisfy someone by making excuses or giving them something inferior.
en-uk	en-uk	foraging	(of a person or animal) search widely for food or provisions.
en-uk	en-uk	forays	A sudden attack or incursion into enemy territory, especially to obtain something; a raid.
en-uk	en-uk	forbearance	Patient self-control; restraint and tolerance.
en-uk	en-uk	fracas	A noisy disturbance or quarrel.
en-uk	en-uk	fretting	Be constantly or visibly anxious.
en-uk	en-uk	frith	Archaic spelling of firth.
en-uk	en-uk	froideur	Coolness or reserve between people.
en-uk	en-uk	frolics	Play or move about in a cheerful and lively way.
en-uk	en-uk	frontages	The facade of a building.
en-uk	en-uk	frumpiest	(of a woman or her clothes) dowdy and old-fashioned.
en-uk	en-uk	fug	A warm, stuffy or smoky atmosphere in a room.
en-uk	en-uk	furore	An outbreak of public anger or excitement.
en-uk	en-uk	furtive	Attempting to avoid notice or attention, typically because of guilt or a belief that discovery would lead to trouble; secretive.
en-uk	en-uk	furtively	In a way that attempts to avoid notice or attention; secretively.
en-uk	en-uk	gab	Talk at length.
en-uk	en-uk	gabbled	Talk rapidly and unintelligibly.
en-uk	en-uk	gabbling	Talk rapidly and unintelligibly.
en-uk	en-uk	gaff	A stick with a hook or barbed spear, for landing large fish.
en-uk	en-uk	gaffe	An unintentional act or remark causing embarrassment to its originator; a blunder.
en-uk	en-uk	gaggle	A flock of geese.
en-uk	en-uk	galleon	A sailing ship in use (especially by Spain) from the 15th to the 18th centuries, originally as a warship, later for trade. Galleons were typically square-rigged and had three or more decks and masts.
en-uk	en-uk	galore	In abundance.
en-uk	en-uk	gamboling	Run or jump about playfully.
en-uk	en-uk	gamine	(of a girl) attractively boyish.
en-uk	en-uk	gangling	(of a person) tall, thin, and awkward in movements or bearing.
en-uk	en-uk	garnering	Gather or collect (something, especially information or approval).
en-uk	en-uk	garrulity	Excessive talkativeness, especially on trivial matters.
en-uk	en-uk	garrulous	Excessively talkative, especially on trivial matters.
en-uk	en-uk	gaudy	Extravagantly bright or showy, typically so as to be tasteless.
en-uk	en-uk	gaunt	(of a person) lean and haggard, especially because of suffering, hunger, or age.
en-uk	en-uk	gawping	Stare openly in a stupid or rude manner.
en-uk	en-uk	genteel	Characterized by exaggerated or affected politeness, refinement, or respectability.
en-uk	en-uk	gimcrack	Showy but cheap or badly made.
en-uk	en-uk	gimlet	A small T-shaped tool with a screw tip for boring holes.
en-uk	en-uk	girder	A large iron or steel beam or compound structure used for building bridges and the framework of large buildings.
en-uk	en-uk	given	Past participle of give.
en-uk	en-uk	glib	(of words or a speaker) fluent but insincere and shallow.
en-uk	en-uk	gnat	A small two-winged fly that resembles a mosquito. Gnats include both biting and non-biting forms, and they typically form large swarms.
en-uk	en-uk	goad	Provoke or annoy (someone) so as to stimulate an action or reaction.
en-uk	en-uk	godson	A male godchild.
en-uk	en-uk	goring	(of an animal such as a bull) pierce or stab (a person or other animal) with a horn or tusk.
en-uk	en-uk	gouged	Make (a groove, hole, or indentation) with or as if with a gouge.
en-uk	en-uk	graft	A shoot or twig inserted into a slit on the trunk or stem of a living plant, from which it receives sap.
en-uk	en-uk	grating	Reduce (food) to small shreds by rubbing it on a grater.
en-uk	en-uk	graven	Past participle of grave<sup>3</sup>.
en-uk	en-uk	greige	A colour between beige and grey.
en-uk	en-uk	grille	A grating or screen of metal bars or wires, placed in front of something as protection or to allow ventilation or discreet observation.
en-uk	en-uk	gripe	Complain about something in a persistent, irritating way.
en-uk	en-uk	gripped	Take and keep a firm hold of; grasp tightly.
en-uk	en-uk	grouse	Complain about something trivial; grumble.
en-uk	en-uk	gruff	(of a voice) rough and low in pitch.
en-uk	en-uk	gudgeon	A small edible European freshwater fish, often used as bait by anglers.
en-uk	en-uk	guff	Foolish talk or ideas.
en-uk	en-uk	guffawing	Laugh loudly and heartily.
en-uk	en-uk	gunnels	An elongated laterally compressed fish with a dorsal fin that runs along most of the back and reduced or absent pelvic fins. It occurs in cool inshore waters of the northern hemisphere.
en-uk	en-uk	hackney	A horse or pony of a light breed with a high-stepping trot, used in harness.
en-uk	en-uk	haggard	Looking exhausted and unwell, especially from fatigue, worry, or suffering.
en-uk	en-uk	hapless	(especially of a person) unfortunate.
en-uk	en-uk	harangued	Lecture (someone) at length in an aggressive and critical manner.
en-uk	en-uk	harked	Listen.
en-uk	en-uk	harping	Talk or write persistently and tediously on (a particular topic).
en-uk	en-uk	harried	Feeling strained as a result of having demands persistently made on one; harassed.
en-uk	en-uk	haughty	Arrogantly superior and disdainful.
en-uk	en-uk	hears	Perceive with the ear the sound made by (someone or something).
en-uk	en-uk	hessian	Relating to or characteristic of the German state of Hesse.
en-uk	en-uk	heyday	The period of a person's or thing's greatest success, popularity, activity, or vigour.
en-uk	en-uk	hireling	A person employed to do menial work.
en-uk	en-uk	hither	To or towards this place.
en-uk	en-uk	hobbling	Walk in an awkward way, typically because of pain from an injury.
en-uk	en-uk	hock	The joint in a quadruped's hind leg between the knee and the fetlock, the angle of which points backwards.
en-uk	en-uk	holdall	A large rectangular bag with handles and a shoulder strap, used for carrying clothes and other personal belongings.
en-uk	en-uk	homely	(of a place or surroundings) simple but cosy and comfortable, as in one's own home.
en-uk	en-uk	hone	Sharpen (a blade).
en-uk	en-uk	hoodies	A hooded crow.
en-uk	en-uk	hophead	A drug addict.
en-uk	en-uk	hurtling	Move or cause to move at high speed, typically in an uncontrolled manner.
en-uk	en-uk	hussars	A soldier in a light cavalry regiment which had adopted a dress uniform modelled on that of the Hungarian hussars (now only in titles).
en-uk	en-uk	ically	Forming adverbs corresponding to adjectives ending in <i>-ic</i> or <i>-ical</i> (such as <i>tactically</i> corresponding to <i>tactical</i> ).
en-uk	en-uk	imbrued	Stain (something, especially one's hands or sword).
en-uk	en-uk	impecunious	Having little or no money.
en-uk	en-uk	impertinent	Not showing proper respect; rude.
en-uk	en-uk	impervious	Not allowing fluid to pass through.
en-uk	en-uk	impinge	Have an effect, especially a negative one.
en-uk	en-uk	implacable	Unable to be appeased or placated.
en-uk	en-uk	importuning	Persistent harassment of someone for or to do something.
en-uk	en-uk	imprecations	A spoken curse.
en-uk	en-uk	impudent	Not showing due respect for another person; impertinent.
en-uk	en-uk	impugned	Dispute the truth, validity, or honesty of (a statement or motive); call into question.
en-uk	en-uk	incendiary	(of a device or attack) designed to cause fires.
en-uk	en-uk	inchoate	Just begun and so not fully formed or developed; rudimentary.
en-uk	en-uk	incongruous	Not in harmony or keeping with the surroundings or other aspects of something.
en-uk	en-uk	incredulously	In a manner indicating disbelief.
en-uk	en-uk	indelible	(of ink or a pen) making marks that cannot be removed.
en-uk	en-uk	ineffectual	Not producing any significant or desired effect.
en-uk	en-uk	inept	Having or showing no skill; clumsy.
en-uk	en-uk	insalubrious	(of a place) seedy and run-down; unwholesome.
en-uk	en-uk	insipid	Lacking flavour; weak or tasteless.
en-uk	en-uk	insouciance	Casual lack of concern; indifference.
en-uk	en-uk	intaglios	A design incised or engraved into a material.
en-uk	en-uk	intoned	Say or recite with little rise and fall of the pitch of the voice.
en-uk	en-uk	intrepid	Fearless; adventurous (often used for rhetorical or humorous effect).
en-uk	en-uk	inundated	Overwhelm (someone) with things or people to be dealt with.
en-uk	en-uk	inured	Accustom (someone) to something, especially something unpleasant.
en-uk	en-uk	inveigle	Persuade (someone) to do something by means of deception or flattery.
en-uk	en-uk	inveterate	Having a particular habit, activity, or interest that is long-established and unlikely to change.
en-uk	en-uk	irascible	Having or showing a tendency to be easily angered.
en-uk	en-uk	ire	Anger.
en-uk	en-uk	irked	Irritate; annoy.
en-uk	en-uk	irksome	Irritating; annoying.
en-uk	en-uk	itinerant	Travelling from place to place.
en-uk	en-uk	jarred	Send a painful or damaging shock through (something, especially a part of the body).
en-uk	en-uk	jeered	Make rude and mocking remarks, typically in a loud voice.
en-uk	en-uk	jettisoned	Throw or drop (something) from an aircraft or ship.
en-uk	en-uk	juddering	(especially of something mechanical) shake and vibrate rapidly and with force.
en-uk	en-uk	jutting	Extend out, over, or beyond the main body or line of something.
en-uk	en-uk	kairos	A propitious moment for decision or action.
en-uk	en-uk	kerb	A stone edging to a pavement or raised path.
en-uk	en-uk	kilter	Out of harmony or balance.
en-uk	en-uk	kip	A sleep or nap.
en-uk	en-uk	knackered	Extremely tired.
en-uk	en-uk	laburnum	A small European tree which has hanging clusters of yellow flowers followed by slender pods containing poisonous seeds. The hard timber is sometimes used as an ebony substitute.
en-uk	en-uk	lackadaisical	Lacking enthusiasm and determination; carelessly lazy.
en-uk	en-uk	lair	A flashily dressed man who enjoys showing off.
en-uk	en-uk	laminitis	Inflammation of sensitive layers of tissue (laminae) inside the hoof in horses and other animals. It is particularly prevalent in ponies feeding on rich spring grass and can cause extreme lameness.
en-uk	en-uk	languid	(of a person, manner, or gesture) having or showing a disinclination for physical exertion or effort.
en-uk	en-uk	lascivious	Feeling or revealing an overt sexual interest or desire.
en-uk	en-uk	lassitude	A state of physical or mental weariness; lack of energy.
en-uk	en-uk	latterly	Recently.
en-uk	en-uk	lauding	Praise (a person or their achievements) highly.
en-uk	en-uk	leer	Look or gaze in a lascivious or unpleasant way.
en-uk	en-uk	legatees	A person who receives a legacy.
en-uk	en-uk	leporine	Of or resembling a hare or hares.
en-uk	en-uk	lilt	A characteristic rising and falling of the voice when speaking; a pleasant gentle accent.
en-uk	en-uk	lintel	A horizontal support of timber, stone, concrete, or steel across the top of a door or window.
en-uk	en-uk	lithe	(especially of a person's body) thin, supple, and graceful.
en-uk	en-uk	lobe	A roundish and flattish projecting or hanging part of something, typically one of two or more such parts divided by a fissure.
en-uk	en-uk	lofty	Of imposing height.
en-uk	en-uk	lop	Cut off (a branch, limb, or twig) from the main body of a tree.
en-uk	en-uk	loquacious	Tending to talk a great deal; talkative.
en-uk	en-uk	louche	Disreputable or sordid in a rakish or appealing way.
en-uk	en-uk	lubricious	Offensively displaying or intended to arouse sexual desire.
en-uk	en-uk	lucent	Glowing with or giving off light.
en-uk	en-uk	lugs	Carry or drag (a heavy or bulky object) with great effort.
en-uk	en-uk	lurid	Unpleasantly bright in colour, especially so as to create a harsh or unnatural effect.
en-uk	en-uk	lurk	Be or remain hidden so as to wait in ambush for someone or something.
en-uk	en-uk	lustre	A gentle sheen or soft glow.
en-uk	en-uk	maelstrom	A powerful whirlpool in the sea or a river.
en-uk	en-uk	magnanimous	Generous or forgiving, especially towards a rival or less powerful person.
en-uk	en-uk	mancunian	A native or inhabitant of Manchester.
en-uk	en-uk	mandibles	The jaw or a jawbone, especially the lower jawbone in mammals and fishes.
en-uk	en-uk	manger	A long trough from which horses or cattle feed.
en-uk	en-uk	mangy	Having mange.
en-uk	en-uk	mantels	A mantelpiece or mantelshelf.
en-uk	en-uk	mawkish	Sentimental in an exaggerated or false way.
en-uk	en-uk	mellifluous	(of a sound) pleasingly smooth and musical to hear.
en-uk	en-uk	mesmeric	Causing a person to become completely transfixed and unaware of their surroundings.
en-uk	en-uk	mete	Dispense or allot justice, a punishment, or harsh treatment.
en-uk	en-uk	mewling	(especially of a baby) cry feebly or querulously; whimper.
en-uk	en-uk	miasma	An unpleasant or unhealthy smell or vapour.
en-uk	en-uk	midriff	The region of the front of the body between the chest and the waist.
en-uk	en-uk	mien	A person's appearance or manner, especially as an indication of their character or mood.
en-uk	en-uk	miffed	Somewhat annoyed; peeved.
en-uk	en-uk	mire	A stretch of swampy or boggy ground.
en-uk	en-uk	miser	A person who hoards wealth and spends as little money as possible.
en-uk	en-uk	mishap	An unlucky accident.
en-uk	en-uk	missive	A letter, especially a long or official one.
en-uk	en-uk	mollified	Appease the anger or anxiety of (someone).
en-uk	en-uk	moniker	A name.
en-uk	en-uk	moorcock	A male red grouse.
en-uk	en-uk	moot	Subject to debate, dispute, or uncertainty.
en-uk	en-uk	mooted	Raise (a question or topic) for discussion; suggest (an idea or possibility).
en-uk	en-uk	morass	An area of muddy or boggy ground.
en-uk	en-uk	mordant	(especially of humour) having or showing a sharp or critical quality; biting.
en-uk	en-uk	mores	The essential or characteristic customs and conventions of a society or community.
en-uk	en-uk	moribund	(of a person) at the point of death.
en-uk	en-uk	morose	Sullen and ill-tempered.
en-uk	en-uk	motes	A tiny piece of a substance; a speck.
en-uk	en-uk	motley	Incongruously varied in appearance or character; disparate.
en-uk	en-uk	mouldering	Slowly decay or disintegrate, especially because of neglect.
en-uk	en-uk	mucking	Remove manure and other dirt from a horse's stable or other animal's dwelling.
en-uk	en-uk	musing	A period of reflection or thought.
en-uk	en-uk	muster	Assemble (troops), especially for inspection or in preparation for battle.
en-uk	en-uk	muzzy	Unable to think clearly; confused.
en-uk	en-uk	nabbed	Catch (someone) doing something wrong.
en-uk	en-uk	niggling	Causing slight but persistent annoyance, discomfort, or anxiety.
en-uk	en-uk	ninepins	The traditional form of the game of skittles, using nine pins and played in an alley.
